"product_id","product_name","category","customer_segment","feedback_id","order_id","sentiment","feedback_category"
"41853","Curd","Dairy & Breakfast","Premium","5638985","931834374","Negative","Product Quality"
"41853","Curd","Dairy & Breakfast","Regular","5862796","4112426763","Negative","Product Quality"
"41853","Curd","Dairy & Breakfast","Regular","2621125","7642038633","Negative","Delivery"
"41853","Curd","Dairy & Breakfast","Regular","4088403","3937750618","Negative","Customer Service"
"51036","Baby Food","Baby Care","Premium","7622162","6284066457","Positive","Customer Service"
"51036","Baby Food","Baby Care","Premium","5282173","515408216","Positive","Product Quality"
"51036","Baby Food","Baby Care","Premium","9337137","5574765914","Positive","Delivery"
"51036","Baby Food","Baby Care","Regular","6512032","1598213217","Positive","App Experience"
"51036","Baby Food","Baby Care","Regular","4850145","989452284","Positive","Product Quality"
"51036","Baby Food","Baby Care","Regular","1943750","4148760273","Positive","Product Quality"
"51036","Baby Food","Baby Care","Regular","8075814","4193492511","Positive","Delivery"
"51036","Baby Food","Baby Care","Regular","358105","6992097680","Positive","Product Quality"
"51036","Baby Food","Baby Care","New","7899107","3858907413","Negative","Customer Service"
"51036","Baby Food","Baby Care","New","3521174","7038758506","Negative","Delivery"
"51036","Baby Food","Baby Care","New","943208","2854202683","Negative","Customer Service"
"51036","Baby Food","Baby Care","New","7557234","3520718052","Negative","App Experience"
"51036","Baby Food","Baby Care","Premium","6078994","3580915899","Negative","Product Quality"
"51036","Baby Food","Baby Care","Regular","4614205","2047483376","Negative","Delivery"
"51036","Baby Food","Baby Care","Regular","6368426","2272892659","Negative","App Experience"
"51036","Baby Food","Baby Care","Regular","9615396","424087401","Negative","Delivery"
"51036","Baby Food","Baby Care","Regular","366447","3666182849","Negative","App Experience"
"51036","Baby Food","Baby Care","Regular","205642","189431942","Negative","Customer Service"
"52729","Cat Food","Pet Care","New","5220732","2483565595","Positive","Delivery"
"52729","Cat Food","Pet Care","Premium","5696948","3604694195","Positive","Delivery"
"52729","Cat Food","Pet Care","Premium","468598","7940229189","Positive","Product Quality"
"52729","Cat Food","Pet Care","Premium","4903911","8297436592","Positive","App Experience"
"52729","Cat Food","Pet Care","Regular","6198579","8968945932","Positive","Product Quality"
"52729","Cat Food","Pet Care","Regular","9520673","782327552","Positive","Delivery"
"52729","Cat Food","Pet Care","Regular","4927084","2366866840","Positive","App Experience"
"52729","Cat Food","Pet Care","Premium","9418089","9032188284","Negative","Customer Service"
"52729","Cat Food","Pet Care","Regular","1594625","6416399784","Negative","Customer Service"
"52729","Cat Food","Pet Care","Regular","6790063","1593291198","Negative","Product Quality"
"53833","Rice","Grocery & Staples","Premium","1066171","283675535","Positive","Product Quality"
"53833","Rice","Grocery & Staples","Regular","9206189","4988875078","Positive","App Experience"
"53833","Rice","Grocery & Staples","Regular","9092014","3342653518","Positive","App Experience"
"53833","Rice","Grocery & Staples","Regular","2861565","5766981431","Positive","Delivery"
"53833","Rice","Grocery & Staples","Regular","595801","5626601040","Positive","Product Quality"
"53833","Rice","Grocery & Staples","New","8635005","8093366865","Negative","Customer Service"
"53833","Rice","Grocery & Staples","New","377799","1588828749","Negative","Customer Service"
"53833","Rice","Grocery & Staples","Premium","4497601","1141173434","Negative","Product Quality"
"53833","Rice","Grocery & Staples","Premium","175547","9187046038","Negative","Customer Service"
"56589","Vitamins","Pharmacy","Premium","2183083","8105823343","Positive","App Experience"
"56589","Vitamins","Pharmacy","Premium","2944984","1416102774","Positive","Customer Service"
"56589","Vitamins","Pharmacy","Regular","230696","4898355547","Positive","Product Quality"
"56589","Vitamins","Pharmacy","Regular","1325935","9043955242","Positive","App Experience"
"56589","Vitamins","Pharmacy","New","4551114","5085488484","Negative","Customer Service"
"56589","Vitamins","Pharmacy","New","3773206","3171917027","Negative","App Experience"
"56589","Vitamins","Pharmacy","New","3252378","7891517071","Negative","Customer Service"
"56589","Vitamins","Pharmacy","New","4962524","9933926720","Negative","App Experience"
"56589","Vitamins","Pharmacy","Regular","3850044","4393113152","Negative","App Experience"
"56589","Vitamins","Pharmacy","Regular","3343062","3717458742","Negative","App Experience"
"56589","Vitamins","Pharmacy","Regular","5441493","6652395897","Negative","App Experience"
"57405","Baby Food","Baby Care","Premium","7984701","4521042050","Positive","App Experience"
"57405","Baby Food","Baby Care","Regular","9095652","4527342708","Positive","App Experience"
"57405","Baby Food","Baby Care","Premium","1224148","805682701","Negative","Customer Service"
"57405","Baby Food","Baby Care","Regular","3673686","9691888826","Negative","App Experience"
"57405","Baby Food","Baby Care","Regular","7601821","9103834515","Negative","Product Quality"
"60619","Iced Tea","Cold Drinks & Juices","New","6092101","6032675432","Positive","Product Quality"
"60619","Iced Tea","Cold Drinks & Juices","Premium","1083982","5045588926","Positive","Product Quality"
"60619","Iced Tea","Cold Drinks & Juices","Premium","2070800","5595210484","Positive","Delivery"
"60619","Iced Tea","Cold Drinks & Juices","Regular","1691909","606518084","Positive","Delivery"
"60619","Iced Tea","Cold Drinks & Juices","Regular","5453100","8697966993","Positive","Customer Service"
"60619","Iced Tea","Cold Drinks & Juices","Regular","4696562","6485432691","Positive","Delivery"
"60619","Iced Tea","Cold Drinks & Juices","Premium","9733512","2819200158","Negative","Delivery"
"60619","Iced Tea","Cold Drinks & Juices","Regular","6196664","8793868975","Negative","Customer Service"
"63769","Lotion","Personal Care","New","4219382","4816980820","Positive","Product Quality"
"63769","Lotion","Personal Care","New","8973364","4510488834","Positive","Product Quality"
"63769","Lotion","Personal Care","New","7789018","1860491452","Positive","App Experience"
"63769","Lotion","Personal Care","New","8679133","6065607924","Positive","Product Quality"
"63769","Lotion","Personal Care","Premium","7932307","394951937","Positive","App Experience"
"63769","Lotion","Personal Care","Premium","753793","1297253359","Positive","App Experience"
"63769","Lotion","Personal Care","Regular","8711086","9449954611","Positive","Product Quality"
"63769","Lotion","Personal Care","New","5317931","2921310646","Negative","Product Quality"
"63769","Lotion","Personal Care","New","6510010","2480235830","Negative","Delivery"
"63769","Lotion","Personal Care","New","6158292","3394787348","Negative","Customer Service"
"63769","Lotion","Personal Care","Premium","7997014","9431652023","Negative","Product Quality"
"63769","Lotion","Personal Care","Premium","2849428","9945458771","Negative","Customer Service"
"63769","Lotion","Personal Care","Regular","3845304","8370410622","Negative","Product Quality"
"63769","Lotion","Personal Care","Regular","3644762","475294138","Negative","App Experience"
"63769","Lotion","Personal Care","Regular","6618208","8977771682","Negative","App Experience"
"67197","Butter","Dairy & Breakfast","Premium","5476835","2610552179","Positive","Customer Service"
"67197","Butter","Dairy & Breakfast","Regular","7134266","4879497185","Positive","App Experience"
"67197","Butter","Dairy & Breakfast","Regular","4273988","9232350528","Positive","App Experience"
"67197","Butter","Dairy & Breakfast","Regular","9574407","1892282465","Positive","Product Quality"
"67197","Butter","Dairy & Breakfast","New","5762414","6478815087","Negative","Product Quality"
"67197","Butter","Dairy & Breakfast","Premium","9017197","5012271549","Negative","App Experience"
"67197","Butter","Dairy & Breakfast","Premium","6698473","5678362658","Negative","App Experience"
"67197","Butter","Dairy & Breakfast","Premium","9832624","4183595096","Negative","App Experience"
"67197","Butter","Dairy & Breakfast","Premium","3728661","3588229485","Negative","App Experience"
"67197","Butter","Dairy & Breakfast","Premium","5909067","6839692624","Negative","Delivery"
"70969","Carrots","Fruits & Vegetables","New","8960609","1485682761","Positive","App Experience"
"70969","Carrots","Fruits & Vegetables","Premium","923237","5407006470","Positive","Delivery"
"70969","Carrots","Fruits & Vegetables","New","9439816","1642059453","Negative","App Experience"
"70969","Carrots","Fruits & Vegetables","New","3437997","3333752740","Negative","Delivery"
"70969","Carrots","Fruits & Vegetables","Premium","2891765","3000018472","Negative","Customer Service"
"70969","Carrots","Fruits & Vegetables","Regular","6772284","6572695161","Negative","Delivery"
"77308","Onions","Fruits & Vegetables","New","3469284","734744305","Positive","Customer Service"
"77308","Onions","Fruits & Vegetables","New","9858471","9157563215","Positive","Delivery"
"77308","Onions","Fruits & Vegetables","New","1882628","8813470284","Positive","Delivery"
"77308","Onions","Fruits & Vegetables","New","6782753","4466839873","Positive","Customer Service"
"77308","Onions","Fruits & Vegetables","New","1482144","646676955","Positive","Customer Service"
"77308","Onions","Fruits & Vegetables","New","6435438","4054828941","Positive","Delivery"
"77308","Onions","Fruits & Vegetables","Premium","7508312","9667675052","Positive","App Experience"
"77308","Onions","Fruits & Vegetables","New","6331158","5645691241","Negative","Delivery"
"77308","Onions","Fruits & Vegetables","Regular","2127842","8532411923","Negative","App Experience"
"77308","Onions","Fruits & Vegetables","Regular","2038929","335575667","Negative","App Experience"
"77308","Onions","Fruits & Vegetables","Regular","7223265","6236279358","Negative","Product Quality"
"82484","Baby Food","Baby Care","New","3076332","4769055037","Positive","Product Quality"
"82484","Baby Food","Baby Care","New","5646360","7049717910","Positive","Customer Service"
"82484","Baby Food","Baby Care","New","5256809","1113665104","Positive","Delivery"
"82484","Baby Food","Baby Care","Premium","2209877","662460037","Positive","Delivery"
"82484","Baby Food","Baby Care","Regular","9591254","6805071689","Positive","Delivery"
"82484","Baby Food","Baby Care","New","9824272","1809997641","Negative","App Experience"
"82484","Baby Food","Baby Care","Regular","1551406","7562754470","Negative","Customer Service"
"82484","Baby Food","Baby Care","Regular","8397738","4867298468","Negative","App Experience"
"82484","Baby Food","Baby Care","Regular","8486730","8764776130","Negative","Product Quality"
"89084","Milk","Dairy & Breakfast","New","1790421","2550246555","Positive","Product Quality"
"89084","Milk","Dairy & Breakfast","New","6687072","6940411801","Positive","Delivery"
"89084","Milk","Dairy & Breakfast","Premium","5074782","3883638432","Positive","Product Quality"
"89084","Milk","Dairy & Breakfast","Premium","3756001","102639985","Positive","Product Quality"
"89084","Milk","Dairy & Breakfast","Regular","419428","6396194687","Positive","Customer Service"
"89084","Milk","Dairy & Breakfast","Regular","8534096","9153347285","Positive","Delivery"
"89084","Milk","Dairy & Breakfast","Regular","4756268","5480709564","Positive","Customer Service"
"89084","Milk","Dairy & Breakfast","Regular","8753712","2126853184","Positive","Delivery"
"89084","Milk","Dairy & Breakfast","Regular","9925798","3901338038","Positive","App Experience"
"89084","Milk","Dairy & Breakfast","New","8206396","4280890409","Negative","Delivery"
"89084","Milk","Dairy & Breakfast","New","9128705","9606925547","Negative","App Experience"
"89084","Milk","Dairy & Breakfast","New","8748002","1041536174","Negative","Delivery"
"89084","Milk","Dairy & Breakfast","Premium","625997","5834861324","Negative","App Experience"
"89084","Milk","Dairy & Breakfast","Premium","3949778","9657782153","Negative","Customer Service"
"89084","Milk","Dairy & Breakfast","Premium","2945788","4033626537","Negative","Customer Service"
"89084","Milk","Dairy & Breakfast","Regular","6773414","5640741373","Negative","Delivery"
"89084","Milk","Dairy & Breakfast","Regular","140755","440721658","Negative","App Experience"
"91670","Dish Soap","Household Care","New","647247","4117790162","Positive","Customer Service"
"91670","Dish Soap","Household Care","New","8208192","2718508408","Positive","App Experience"
"91670","Dish Soap","Household Care","Premium","1199866","8914775994","Positive","Product Quality"
"91670","Dish Soap","Household Care","Premium","8580872","2976493998","Positive","Delivery"
"91670","Dish Soap","Household Care","Regular","5359859","2109410707","Positive","App Experience"
"91670","Dish Soap","Household Care","New","98663","9093918346","Negative","Product Quality"
"91670","Dish Soap","Household Care","New","6414925","519985157","Negative","Customer Service"
"91670","Dish Soap","Household Care","Premium","7921775","7799757050","Negative","Product Quality"
"91670","Dish Soap","Household Care","Premium","9220379","9529272337","Negative","Delivery"
"91670","Dish Soap","Household Care","Premium","1618838","5874940276","Negative","Product Quality"
"91670","Dish Soap","Household Care","Premium","4619026","4360255357","Negative","App Experience"
"91670","Dish Soap","Household Care","Premium","1074209","5709672475","Negative","Delivery"
"91670","Dish Soap","Household Care","Premium","2760214","8209093135","Negative","Product Quality"
"94225","Toilet Cleaner","Household Care","New","4147602","2433646621","Positive","Customer Service"
"94225","Toilet Cleaner","Household Care","Premium","2400571","277376321","Positive","App Experience"
"94225","Toilet Cleaner","Household Care","Premium","313310","3162263618","Positive","Product Quality"
"94225","Toilet Cleaner","Household Care","Regular","5797232","7303161073","Positive","Delivery"
"94225","Toilet Cleaner","Household Care","Regular","1431116","5234194751","Positive","App Experience"
"94225","Toilet Cleaner","Household Care","Regular","6108696","4099108156","Positive","Delivery"
"94225","Toilet Cleaner","Household Care","New","8691039","6965901435","Negative","Delivery"
"94225","Toilet Cleaner","Household Care","New","7816849","1659181364","Negative","Delivery"
"94225","Toilet Cleaner","Household Care","New","1011746","3654075570","Negative","App Experience"
"94225","Toilet Cleaner","Household Care","Premium","9701998","4211686231","Negative","Product Quality"
"94225","Toilet Cleaner","Household Care","Regular","2555174","8872250952","Negative","Product Quality"
"107548","Cola","Cold Drinks & Juices","New","9868870","936021770","Positive","Product Quality"
"107548","Cola","Cold Drinks & Juices","Premium","9730704","8865698939","Positive","Product Quality"
"107548","Cola","Cold Drinks & Juices","Regular","1147617","8930380639","Positive","Product Quality"
"107548","Cola","Cold Drinks & Juices","Regular","4489265","2480856222","Positive","Product Quality"
"107548","Cola","Cold Drinks & Juices","Regular","8630714","9021529086","Positive","Delivery"
"107548","Cola","Cold Drinks & Juices","Premium","7608543","3514036230","Negative","Customer Service"
"107548","Cola","Cold Drinks & Juices","Regular","1527070","7527936057","Negative","App Experience"
"107548","Cola","Cold Drinks & Juices","Regular","8795566","9183435457","Negative","Customer Service"
"112390","Toothpaste","Personal Care","New","716244","6284350691","Positive","Product Quality"
"112390","Toothpaste","Personal Care","Premium","5955416","9397774189","Positive","Delivery"
"112390","Toothpaste","Personal Care","Premium","534626","4495916529","Positive","Customer Service"
"112390","Toothpaste","Personal Care","Premium","974082","8710393245","Positive","App Experience"
"112390","Toothpaste","Personal Care","Regular","7266707","502764834","Positive","App Experience"
"112390","Toothpaste","Personal Care","Regular","7748391","5881059783","Positive","App Experience"
"112390","Toothpaste","Personal Care","New","7898352","9347571484","Negative","Product Quality"
"112390","Toothpaste","Personal Care","New","100920","4641905606","Negative","Delivery"
"112390","Toothpaste","Personal Care","New","8349571","8162867215","Negative","App Experience"
"112390","Toothpaste","Personal Care","Premium","5872114","9801353230","Negative","Delivery"
"112390","Toothpaste","Personal Care","Regular","4479766","7938944124","Negative","App Experience"
"112390","Toothpaste","Personal Care","Regular","521542","9072111617","Negative","App Experience"
"112390","Toothpaste","Personal Care","Regular","2002715","5600781757","Negative","App Experience"
"114414","Vitamins","Pharmacy","Regular","7223334","3323576462","Positive","App Experience"
"114414","Vitamins","Pharmacy","Regular","9450095","2399383238","Positive","Product Quality"
"114414","Vitamins","Pharmacy","Regular","6991198","3812396179","Positive","Customer Service"
"114414","Vitamins","Pharmacy","Regular","7066125","7770651576","Positive","App Experience"
"114414","Vitamins","Pharmacy","Regular","8681897","9794537731","Positive","Customer Service"
"114414","Vitamins","Pharmacy","Regular","2808252","2211459584","Positive","App Experience"
"114414","Vitamins","Pharmacy","New","6894950","576571858","Negative","App Experience"
"114414","Vitamins","Pharmacy","New","4833861","4415332793","Negative","Product Quality"
"114414","Vitamins","Pharmacy","Premium","775093","4135251774","Negative","Product Quality"
"114414","Vitamins","Pharmacy","Premium","8710910","9087426355","Negative","Delivery"
"114414","Vitamins","Pharmacy","Premium","2485712","9052752169","Negative","Customer Service"
"114414","Vitamins","Pharmacy","Regular","8465155","7543192113","Negative","Product Quality"
"118820","Iced Tea","Cold Drinks & Juices","Premium","2895853","1542448934","Positive","Delivery"
"118820","Iced Tea","Cold Drinks & Juices","Premium","8921243","3019634875","Positive","Product Quality"
"118820","Iced Tea","Cold Drinks & Juices","Premium","8461435","8171660349","Positive","Product Quality"
"118820","Iced Tea","Cold Drinks & Juices","Regular","9373392","3797679856","Positive","Product Quality"
"118820","Iced Tea","Cold Drinks & Juices","Regular","5320169","7719808698","Positive","Product Quality"
